Internal ID,Project Name,RERA ID,Developer,Type,Latitude,Longitude
9629,Dhammanagi Florence,PRM/KA/RERA/1251/309/PR/171016/000960,Dhammanagi,Plot,13.181632,77.66308889999999
9630,Incor Carmel Heights,PRM/KA/RERA/1251/446/PR/180924/002016,Indis Group Incor,Apartment,12.9604192,77.7478952
9631,Century Greens,PRM/KA/RERA/1250/303/PR/180905/001983,Century Real Estate,Plot,13.248757,77.6136118
9632,Ajmera Nucleus,"PRM/KA/RERA/1251/310/PR/181210/002207, PRM/KA/RERA/1251/308/PR/210319/004019",Ajmera,Apartment,12.8497086,77.67979849999999
9633,Wellnest Melville County,,Wellnest India Projects Pvt Ltd,Plot,,
9634,Pride Sunrise,PRM/KA/RERA/1251/308/PR/181103/002126,Pride Group,Apartment,12.7838006,77.6127147
9635,Pride Rolling Hills,PRM/KA/RERA/1251/308/PR/181010/002063,Pride Group,Plot,12.767723,77.5999083
9636,Sobha Forest Edge,PRM/KA/RERA/1251/310/PR/180227/002592,Sobha,Apartment,12.8765392,77.52858859999999
9637,NR Windgates,PRM/KA/RERA/1251/309/PR/171026/000322,NR Greenwood Construction Pvt Ltd,Apartment,13.0860734,77.6237289
9638,Casagrand Lorenza,PRM/KA/RERA/1251/472/PR/181130/002193,Casagrand,Apartment,13.1002174,77.6326876
9639,Sumadhura Nandanam,PRM/KA/RERA/1251/446/PR/180507/001667,Sumadhura,Apartment,12.9908924,77.7130828
9640,Casagrand Esmeralda,PRM/KA/RERA/1251/446/PR/171017/000978,Casagrand,Villa or Rowhouse,12.8354479,77.7679393
9641,Arun Northern Destiny,,Arun,Apartment,,
9642,Vmaks Laurel,PRM/KA/RERA/1251/308/PR/171016/000889,Vmaks Builders Pvt Ltd,Apartment,12.7890188,77.7769448
9643,The Presidential Tower,PRM/KA/RERA/1251/309/PR/171014/000565,Golden CNTC,Apartment,13.0268504,77.5454948
9644,Casagrand Neona,PRM/KA/RERA/1251/446/PR/171017/000978,Casa Grande,Villa or Rowhouse,,
9645,Signature Classic,PRM/KA/RERA/1251/308/PR/171031/000239,Signature,Apartment,12.8700363,77.772086
9646,Vajram Tiara,PRM/KA/RERA/1251/309/PR/170913/000144,Vajram Group,Apartment,13.1378547,77.5696956
9647,Vajram Esteva,PRM/KA/RERA/1251/446/PR/170916/000254,Vajram Group,Apartment,12.9297175,77.6860693
9648,MRKR Mera Homes,,MRKR Constructions,Apartment,13.0168891,77.7604551
9649,Vaswani Brentwood,,Vaswani,Apartment,12.950396,77.7179088
9650,Skylark Dasos,PRM/KA/RERA/1251/446/PR/180627/001922,Skylark,Apartment,13.0619061,77.6654188
9651,Poorvi Airavatha,,Poorvi Housing,Apartment,12.8666643,77.5386946
9652,Vaswani Walnut Creek,,Vaswani,Villa or Rowhouse,12.8935278,77.69392979999999
9653,Coronet Monarch Aqua,PRMKARERA1215446PR17102800901,Monarch Properties,Apartment,,
9654,Goyal and Co Alanoville,PRM/KA/RERA/1251/446/PR/171019/00029,Goyal And Co,Villa or Rowhouse,,
9655,Casa Grande Hoodi,,Casagrand,Apartment,12.9895552,77.71265710000002
9656,Aryan Golden Arena,PRM/KA/RERA/1251/308/PR/171223/002381,Aryan Hometec,Apartment,12.8065899,77.78243379999999
9657,VBHC Palm Haven,,VBHC,Apartment,12.8823515,77.4724148
9658,Vaswani Exquisite,PRM/KA/RERA/1251/446/PR/171015/000784,Vaswani,Apartment,12.9900604,77.7240936
9659,Vaswani Reserve,,Vaswani,Apartment,12.936667,77.6990924
9660,Vaswani Menlo Park,PRM/KA/RERA/1251/446/PR/171015/000854,Vaswani,Apartment,12.9486128,77.7178662
9661,Gopalan Lake Front,PRM/KA/RERA/1251/308/PR/171208/001274,Gopalan Enterprises,Apartment,12.8380524,77.6765205
9662,Gopalan Atlantis,,Gopalan Enterprises,Apartment,12.9743906,77.7438226
9663,Gopalan Admirality Premier,,Gopalan Enterprises,Apartment,12.9740204,77.6340203
9664,Vaishnavi Oasis,PRM/KA/RERA/1251/310/PR/180217/001271,Vaishnavi Group,Apartment,12.8739015,77.5641567
9665,Indraprastha Asentado,,Indraprastha,Villa or Rowhouse,13.025428,77.6314182
9666,Birla Apple Spire,PRM/KA/RERA/1251/310/PR/180111/000358,Birla Apple Group,Apartment,12.9409511,77.52613649999999
9667,Birla Apple Aroma,PRM/KA/RERA/1251/310/PR/171125/000383,Birla Apple Group,Apartment,12.8739758,77.5633404
9668,G Corp Mahalakshmi,PRM/KA/RERA/1251/309/PR/170917/000316,G Corp Group,Apartment,13.0622891,77.577524
9669,Sowparnika Tharangini,PRM/KA/RERA/1251/308/PR/171015/000200,Sowparnika Projects P Ltd,Apartment,12.8832686,77.7872965
9670,Arvind Skylands,PRM/KA/RERA/1251/309/PR/171014/000771,Arvind,Apartment,13.0891783,77.60146139999999
9671,Mahaveer Zephyr,PRM/KA/RERA/1251/310/PR/171015/000461,Mahaveer Group,Apartment,12.9009247,77.6191324
9672,Krishna Goldfields,,Krishna Enterprises,Apartment,,
9673,Pride Palatia,PRM/KA/RERA/1251/446/PR/171013/000463,Pride Group,Apartment,13.0714972,77.65280709999999
9674,DSR Waterscape,PRM/KA/RERA/1251/446/PR/171117/000808,DSR Builders And Developers,Apartment,13.0453407,77.6787901
9675,Ceear The Big Tree,PRM/KA/RERA/1251/310/PR/171014/000860,Ceear Realty,Apartment,,
9676,Sowparnika Swastika,PRM/KA/RERA/1251/308/PR/171031/001150,Sowparnika Projects P Ltd,Apartment,12.8012385,77.7833879
9677,Citrus Ventures Vega,,Citrus Ventures,Apartment,,
9678,Sri Mitra Solitaire,,Sri Mitra Builders,Apartment,12.9075727,77.6803856
9679,Bren Starlight,,Bren Corporation,Apartment,13.0389481,77.7396224
9680,Unicon North Brooks 46,PRM/KA/RERA/1251/309/PR/170824/000068,Unicon Shelters,Apartment,13.1043033,77.5562243
9681,Sri Mitra Symphony,,Sri Mitra Builders,Apartment,12.9972124,77.7179341
9682,Golden Gate Golden Days,,Golden Gate,Apartment,,
9683,Avani Gardens,,Avani Builders Bangalore,Apartment,13.0860725,77.6064885
9684,Vaishnavi North 24,PRM/KA/RERA/1251/309/PR/180217/001266,Vaishnavi Group,Apartment,13.0530039,77.5972724
9685,Sowparnika Purple Rose,PRM/KA/RERA/1250/304/PR/171208/001131,Sowparnika Projects Infrastructure,Apartment,13.0995441,77.8105569
9686,Bren Imperia,PRM/KA/RERA/1251/446/PR/170907/000390,Bren Corporation,Apartment,12.9070914,77.671279
9687,Skylark Royaume,PRM/KA/RERA/1251/310/PR/170907/000047,Skylark,Apartment,12.8661023,77.66587799999999
9688,Emprasa,,Artha,Apartment,,
9689,Citrus Polaris,,Citrus Ventures,Villa or Rowhouse,13.06661,77.65679999999999
9690,Citrus Belmont,PRM/KA/RERA/1254/460/PR/171021/00,Citrus Ventures,Villa or Rowhouse,,
9691,Prisha Hanging Gardens,PRM/KA/RERA/1251/309/PR/180227/001973,Prisha India,Apartment,,
9692,Artha Neo Midas,PRM/KA/RERA/1250/304/PR/171021/001161,Artha,Apartment,13.1559639,77.8598233
9693,Goyal and Co Orchid Greens,PRM/KA/RERA/1251/446/PR/171014/000328,Goyal and Co and Hariyana Group,Apartment,,
9694,VRS Citadel,,Venkata Ramana,Apartment,12.9388912,77.74435869999999
9695,VBHC Vaibhava Kengeri,,VBHC,Apartment,12.8996676,77.4826837
9696,VARS Splendid,,Vars Builders Pvt Ltd,Apartment,12.9991784,77.6751335
9697,Valmark Ananda,,Valmark,Apartment,12.865677,77.5996522
9698,Valmark Abodh,,Valmark,Apartment,13.035499,77.613602
9699,Vajram Essenza,,Vajram Group,Apartment,13.0779272,77.6342789
9700,Vaishnavi Terraces,,Vaishnavi Group,Apartment,12.9037022,77.5992898
9701,Vaishnavi Prime,,Vaishnavi Group,Apartment,12.9607604,77.5950612
9702,Vaishnavi Orchids,,Vaishnavi Group,Apartment,12.9073365,77.6801294
9703,Vaishnavi Drumpellier Villas,,Vaishnavi,Apartment,,
9704,Vaishnavi Commune,,Vaishnavi Group,"Villa or Rowhouse, Apartment",12.9012273,77.7007282
9705,Vainavi Nest,,Vainavi,Apartment,12.8820874,77.62077099999999
9706,Vaibhav Urbana,,Vaibhav Developers,Apartment,13.0100527,77.54864169999999
9707,V2 Poorvi Enclave,,V2 Holdings Housing Development,Apartment,12.9123083,77.5416087
9708,UKN Miraya Rose,,Ukn Properties,Apartment,12.956906,77.7321949
9709,Golden Gate Commune,PRM/KA/RERA/1251/308/PR/171015/000813,Golden Gate,Apartment,,
9710,Tetra Grand Green Aspire Thanisandra,,Tetra Grand Constructions Private Limited,Apartment,13.0812945,77.62400629999999
9711,Tata New Haven Bangalore,"PRM/KA/RERA/1251/309/PR/170916/000146, PRM/KA/RERA/1250/307/PR/171014/000171, PRM/KA/RERA/1251/309/PR/200103/003103, PRM/KA/RERA/1251/309/PR/290822/005198",Tata,Apartment,13.1024536,77.44201799999999
9712,Sunil Mantri Premero,,Mantri,Apartment,,
9713,Sovereign Sonaa,,Sovereign Developers Infrastructure Ltd,Apartment,13.0573553,77.4934073
9714,Sovereign Lakeview,,Sovereign Developers Infrastructure Ltd,Apartment,13.0947355,77.5425339
9715,SNN Raj Neeladri,,Snn Developers,Apartment,12.8428237,77.6438127
9716,Siroya Sunshine,,Siroya,Apartment,13.0291133,77.6066348
9717,Sierra Syllable,,Sierra,Apartment,13.0644564,77.57456429999999
9718,Shanders Spring Dale,,Shanders,Apartment,12.9791636,77.7341252
9719,Shanders Dwellington,,Shanders,Apartment,12.8470183,77.6904308
9720,Shanders Alta Vista,,Shanders Group,Apartment,12.8381267,77.67362179999999
9721,Saravana Tranquil Heights,,Saravana Buildwell,Apartment,13.0887534,77.5447902
9722,Saran Mulberry Woods,,Saran Developers and Infrastructure,Apartment,,
9723,Sanvi Residency,,Sanvi,Apartment,13.0396815,77.6529695
9724,Samruddhi Sunshine,PRM/KA/RERA/1251/310/PR/171031/001415,Samruddhi Realty Ltd,Apartment,12.8764461,77.67303369999999
9725,Samruddhi Rhythm,PRM/KA/RERA/1251/446/PR/171208/001260,Samruddhi Realty Ltd,Apartment,13.0757669,77.6645051
9726,Samruddhi North Square,PRM/KA/RERA/1251/446/PR/180524/0018,Samruddhi Realty Ltd,Apartment,13.1037789,77.6201021
9727,Samruddhi Bliss,,Samruddhi Realty Ltd,Apartment,,
9728,Sai Guru sundale,,Sai Guru Projects,Apartment,,
9729,S2 Avantikaa Lifestyle,PRM/KA/RERA/1251/308/PR/180120/001239,S2 Homes,Apartment,,
9730,RMZ Latitude,,RMZ Homes,Apartment,13.0564162,77.59516769999999
9731,RMZ Galleria,,RMZ Homes,Apartment,,
9732,RJ Lake Gardenia,PRM/KA/RERA/1251/446/PR/171014/000798,Rj Group,Apartment,13.0183514,77.707269
9733,Richmond Lake View,,Richmond Builders,Apartment,12.7778824,77.69756919999999
9734,Renaissance Nature Walk,PRM/KA/RERA/1251/446/PR/171014/000162,Renaissance Holdings And Developers,Apartment,13.0073941,77.7183812
9735,RBD Stillwaters Villas,PR/KN/170728/000104,RBD Shelters,Villa or Rowhouse,12.8944716,77.66341729999999
9736,RBD Stillwaters-Apartments,PR/KN/170728/000104,RBD Shelters,Apartment,12.8944716,77.66341729999999
9737,Ramky Serene Woods,,Ramky Group,Apartment,13.0799211,77.6638722
9738,Rajni Aashish Rose,,Aashish Developer and Builders,Apartment,12.950564,77.7194592
9739,Rajana Nakshatra,,Rajana,Apartment,,
9740,Raja Gold Field,,Raja Housing,Apartment,,
9741,Purple Woods,PRM/KA/RERA/1251/446/PR/171214/001929,Purple Estates,Apartment,,
9742,Pride Spring field,,Pride Group,Apartment,,
9743,President Leon,,Pride,Apartment,,
9744,Pravahya Richmond Lake View,,President,Apartment,,
9745,Prabhavathi Spring Field,,Prabhavathi,Apartment,12.885153,77.6211865
9746,Prabhavathi Royal Gardenia,,Prabhavathi,Apartment,12.8815221,77.6776367
9747,Prabhavathi Heaven,,Prabhavathi,Apartment,12.891595,77.61663159999999
9748,Prabhavathi Fortune,,Prabhavathi,Apartment,12.7901522,77.6752659
9749,Prabhavathi Elegant,,Prabhavathi,Apartment,12.9998824,77.74401089999999
9750,Prabhavathi Daffodils,,Prabhavathi,Apartment,12.8677976,77.6925454
9751,PNR TR Greens,,PNR Group,Apartment,,
9752,Platinum City Lifestyle,,Platinum City,Apartment,,
9753,Pavani Sarovar,PRM/KA/RERA/1251/446/PR/181226/002237,Pavani,Apartment,12.9726354,77.7340972
9754,Pavani Ishta,,Pavani,Apartment,12.9523392,77.7147847
9755,Paras Maitri,,Paras Group,Apartment,12.8370438,77.6877013
9756,Pala The Blue Lotus Park,,Panacea,Apartment,13.0324608,77.6845702
9757,Pacifica Hamilton Towers,PRM/KA/RERA/1251/310/PR/140223/005705,Pacifica,Apartment,12.9181258,77.6257461
9758,NR Infra White Rose,,NR Infra,Apartment,,
9759,NR Infra White Meadows,,NR Infra,Apartment,,
9760,Nitesh Hyde Park,PRM/KA/RERA/1251/310/PR/180627/001912,Nitesh Estates,Apartment,12.8718924,77.5979693
9761,Nitesh Flushing Meadows,,Nitesh Estates,Apartment,13.0126463,77.7629482
9762,Nitesh Columbus Square,PRM/KA/RERA/1251/310/PR/180509/001673,Nitesh Estates,Apartment,13.1218412,77.6209028
9763,Nitesh Central Park,,Nitesh Estates,Apartment,13.1211218,77.6133408
9764,Nitesh Cape Cod,PRM/KA/RERA/1251/446/PR/180509/001674,Nitesh Estates,Apartment,12.9224054,77.67501229999999
9765,Nitesh Caesars Palace,PRM/KA/RERA/1251/310/PR/180509/001675,Nitesh Estates,Apartment,12.8776451,77.546492
9766,Nishitas Sumo,,Nishitas Properties,Apartment,,
9767,Nishitas KPR Lotus Residency,,Nishitas Properties,Apartment,12.9108838,77.62250929999999
9768,Niranjan Tridha,PRM/KA/RERA/1251/310/PR/180120/001783,Niranjan Group,Apartment,12.8810058,77.63616139999999
9769,Niranjan Genesis,,Niranjan Group,Apartment,12.8650822,77.6234647
9770,Nester Harmony,,Nester Group,Apartment,12.9879676,77.68772589999999
9771,ND Around The Mangoes,PRM/KA/RERA/1251/446/PR/171103/001346,ND Developers,Villa or Rowhouse,,
9772,NCC Ivory Heights,,Ncc Urban,Apartment,12.9938886,77.6844703
9773,Navami Symphony,,Navami,Apartment,12.9254161,77.5243155
9774,Narayana Aries,,Narayana,Apartment,,
9775,Nandhini Prakruthi Solitaire,,Nandhini,Apartment,12.8372921,77.696449
9776,Nakshatra Upscale Celestia,,Nakshatra Upscale,Apartment,,
9777,Mythri Grandeur,,Mythri Homes,Apartment,,
9778,Mythreyi Sanyog,,Mythreyi,Apartment,12.9488168,77.5955219
9779,Mythreyi Naimisha,,Mythreyi,Apartment,12.9453151,77.6034482
9780,Mythreyi Amayavana,,Mythreyi,Apartment,,
9781,Myhna Heights,,Myhna,Apartment,12.9270133,77.7372992
9782,My Home Nisarga Comfort,,My Home,Apartment,,
9783,MVS Orchids,,Mvs Builders,Apartment,12.7195426,77.7040155
9784,MV Sundridge,,Mv Projects,Apartment,13.1779033,77.5604527
9785,MV Periwinkle,,Mv Projects,Apartment,13.0645153,77.6198757
9786,MSR Dwellings Lotus,,Msr Dwellings,Apartment,,
9787,MSR Dwellings Daffodils,,Msr Dwellings,Apartment,,
9788,MN Credence Flora,,Credence,Apartment,12.8869836,77.6308231
9789,MK Shri Sai Lake Ville,,Mk Builders,Apartment,12.9127713,77.67997079999999
9790,MJM Meridian Garden,,Mjm Group,Apartment,,
9791,MJM Heritage,,Mjm Group,Apartment,,
9792,MJ Lifestyle Azaliya,,MJ Infrastructure,Apartment,12.8840837,77.68233359999999
9793,Mittal Mermit Auriga,PRM/KA/RERA/1251/446/PR/171026/000642,Mittal Builders,Apartment,13.0145427,77.67494769999999
9794,Mithra Maanya Mansion,,Mithra Bhoomi,Apartment,,
9795,Mims Crescenta,,Mims,Villa or Rowhouse,13.0258517,77.76820239999999
9796,Millennia Ventures Mount Galilee,,Millennia Ventures,Apartment,,
9797,Midtown Rhythm,,Midtown,Apartment,12.9607364,77.7420446
9798,Midtown Opulent,,Midtown,Apartment,12.945625,77.7527188
9799,Metropolis Pristine,,Metropolis,Apartment,12.8334803,77.6668857
9800,Metropolis MidTown,,Metropolis,Apartment,33.780409,-84.3834589
9801,Metropolis Gurukrupa,,Metropolis,Apartment,12.8751626,77.6480011
9802,Metropolis Fair Oaks,"PRM/KA/RERA/1251/308/PR/171026/000380, PRM/KA/RERA/1251/308/PR/181010/002041, PRM/KA/RERA/1251/308/PR/200211/003266",Metropolis,Villa or Rowhouse,12.8665717,77.7938478
9803,MDVR Hanuma Lake Front,,Mdvr Projects,Apartment,12.8281841,77.6866928
9804,MC Sarovar,PRM/KA/RERA/1251/446/PR/171030/000924,Mc Builders,Apartment,13.0233945,77.7174139
9805,MBR Shangrila,PRM/KA/RERA/1251/310/PR/171026/000721,Mbr Builders,Apartment,12.9212317,77.4932066
9806,Maya Indradhanush,PRM/KA/RERA/1251/310/PR/171201/001752,Maya Ventures,Apartment,12.8639993,77.5400605
9807,Maratt Pimento,,Maratt,Apartment,12.9062173,77.6009316
9808,Maithri Shilphitha Royal,,Maithri,Apartment,,
9809,Mahaveer Willet Whitefield,PRM/KA/RERA/1251/446/PR/171015/000828,Mahaveer Group,Apartment,12.9992141,77.7448605
9810,Mahaveer Jonquil JP Nagar,,Mahaveer Group,Apartment,12.8980241,77.5838047
9811,Mahaveer Jasper,PRM/KA/RERA/1251/310/PR/180222/002519,Mahaveer Group,Apartment,12.8828584,77.5862733
9812,Mahaveer Green Meadows,,Mahaveer Group,Plot,12.7589706,77.692917
9813,Mahaveer Galaxy Apartment,,Mahaveer Group,Apartment,12.9034114,77.4925402
9814,Mahaveer Fortune,,Mahaveer Group,Apartment,12.9977444,77.4779051
9815,Mahaveer Amaze,,Mahaveer Group,Apartment,13.0068636,77.76368579999999
9816,Mahaghar Nest,,Mahaghar,Apartment,,
9817,Mahaghar Kings & Queens,,Mahaghar,Apartment,,
9818,Maan Infinity Sri Balaji Sunflower,,Maan Infinity,Apartment,,
9819,M1 Antaliea,,M1 Homes,Villa or Rowhouse,,
9820,Lotus Palace,,First Futuristic,Apartment,,
9821,LGCL Stone Scape,,LGCL,Villa or Rowhouse,13.0790322,77.6621253
9822,LGCL Puebelo,PRM/KA/RERA/1251/310/PR/171014/000286,LGCL,Villa or Rowhouse,12.8666829,77.6671697
9823,LGCL One Street,PRM/KA/RERA/1251/446/PR/171014/000374,LGCL,Apartment,13.0668252,77.66032249999999
9824,LGCL New Life,PRM/KA/RERA/1251/308/PR/171015/000303,LGCL,Villa or Rowhouse,12.884838,77.6852522
9825,LGCL Luminaire,,LGCL,Villa or Rowhouse,12.9637321,77.6587756
9826,LGCL Bamboo forest,,LGCL,Villa or Rowhouse,12.8771141,77.6746915
9827,LGCL Ashlar,,LGCL,Villa or Rowhouse,12.8867797,77.673828
9828,Legacy Evania,,Legacy Global,Apartment,,
9829,Kumari Brundavan,,Kumari,Apartment,12.9047773,77.6841898
9830,KSR Basil,PRM/KA/RERA/1251/446/PR/180519/001744,KSR Properties,"Villa or Rowhouse, Apartment",,
9831,Kritan Asta,,Kritan Urbane Living,Apartment,12.8208942,77.66097239999999
9832,Kristal Turquoise,,Kristal Group,Villa or Rowhouse,13.0003742,77.7234972
9833,Kristal Selenite,,Kristal Group,Apartment,12.8674303,77.76662569999999
9834,Kristal Hessonite Bangalore,,Kristal Group,Apartment,12.9715987,77.5945627
9835,Kristal Chrysolite,,Kristal Group,Apartment,12.885028,77.8228891
9836,Krishvi Gavakshi,,Krishvi Projects,Apartment,12.935784,77.697332
9837,Krishvi Dhavala,,Krishvi Projects,Apartment,12.9184255,77.6970613
9838,Krishna Shelton,PRM/KA/RERA/1251/309/PR/180406/001469,Krishna Enterprises,Apartment,13.1221499,77.6171176
9839,Krishna Northwoods,,Krishna Enterprises,Apartment,13.0788554,77.6268539
9840,Koncept Nakshathra,,Koncept Shelters,Apartment,12.9753494,77.50491889999999
9841,KMB La Palazzo,PRM/KA/RERA/1251/446/PR/171014/000301,Kmb Estates,Apartment,12.9191369,77.6659181
9842,Klassik Landmark,"PRM/KA/RERA/1251/446/PR/171015/000760, PRM/KA/RERA/1251/446/PR/210222/004720",Klassik Enterprises Pvt Ltd,Apartment,12.8953664,77.678009
9843,Keystone Ankuraa Park View,,Keystone,Apartment,12.9754276,77.75845369999999
9844,Kethana Eternal Vishwam,PRM/KA/RERA/1251/446/PR/171208/001047,Kethana Eternal,Apartment,,
9845,Kethana Eternal The Accolade,,Kethana Eternal,Apartment,,
9846,Kent Novella,,Kent Projects,"Villa or Rowhouse, Apartment",13.178676,77.6492894
9847,Keerthi Royal Palms,PRM/KA/RERA/1251/310/PR/171031/001598,Keerthi Estates,Apartment,12.8622252,77.6605814
9848,Keerthi Regalia,PRM/KA/RERA/1251/446/PR/171214/001529,Keerthi Estates,Apartment,12.9101459,77.68455139999999
9849,Kay Arr Silkeen,,Kay Arr And Co,Apartment,,
9850,Kataria Residency,PRM/KA/RERA/1251/308/PR/181215/002218,Kataria Builteck,Apartment,,
9851,Kataria Builteck Paradise,,Kataria Builteck,Apartment,,
9852,Karnasree Mathrusree Silver Oak,,Kar Na Sree Builders,Apartment,13.0302469,77.7185331
9853,Karle Zenith,,Karle Infra Projects,Apartment,,
9854,Kar Na Sree Mathrusree Silver Arcade,,Kar Na Sree Builders,Apartment,13.030897,77.71866849999999
9855,Jupiter Commanders Pinnacle,,Jupiter,Apartment,,
9856,JS Lotus Villas,,JS Homes,Villa or Rowhouse,35.3700591,-119.1228899
9857,JS Holdings Moham Meridies,,JS Holdings,Apartment,,
9858,JR Housing Nexus,,JR Housing,Apartment,12.7996571,77.70570819999999
9859,JR Housing Greenwoods,,JR Housing,Villa or Rowhouse,,
9860,JR Housing Greenwich,,JR Housing,Apartment,51.4933675,0.0098214
9861,JPC Prism,,JPC Infrastructure,Apartment,12.9094455,77.5307235
9862,JK Suchiraa Villas,,JK Developers,Apartment,,
9863,Jayashanmuga The lotus,,JS Homes,Apartment,,
9864,Janaadhar Shubha,"PRM/KA/RERA/1251/308/PR/171014/000313, PRM/KA/RERA/1251/308/PR/171019/000337, PRM/KA/RERA/1251/308/PR/171017/000353",Janaadhaar,Apartment,12.737847,77.7352023
9865,Jain Villa Vivianaa,,Jain Housing and Constructions Ltd,Apartment,12.7377387,77.6703173
9866,Jain Heights East Parade,PRM/KA/RERA/1251/446/PR/171015/000396,Jain Heights,Apartment,12.9733387,77.68272759999999
9867,Ittina Mahavir,,Ittina,Apartment,12.8402031,77.6482432
9868,Isha Infra Misty Green,,Isha Infra,Apartment,,
9869,Isha Casablanca,,Isha Infra,Apartment,12.9399758,77.704087
9870,Intact Avenue,,Intact,Apartment,12.8816849,77.6186084
9871,Inner Urban Greens,,Inner Urban,Villa or Rowhouse,12.9128428,77.680024
9872,Indraprastha Schon,,Indraprastha,Apartment,12.9619786,77.6028578
9873,Indraprastha Ruhe,,Indraprastha,Apartment,12.9785772,77.7516237
9874,Imperium Hassan Enclave,,Imperium,Apartment,,
9875,Ikya Raaya Homes,,Ikya,Apartment,12.9455415,77.75352939999999
9876,Icon Sanctuary,PRM/KA/RERA/1251/308/PR/171016/000800,Iconhomz,Villa or Rowhouse,12.8554547,77.8096583
9877,HSV Padmalaya Residency,,HSV Group,Apartment,12.9016204,77.5539423
9878,HRC Ibbani,,HRC Ventures,Apartment,13.0730323,77.6112234
9879,Hoyasala Infantry Tower,,Hoysala Projects,Apartment,13.0351666,77.5747928
9880,Hoyasala Corpas,,Hoysala Projects,Apartment,13.2683835,77.71954269999999
9881,Hoyasala Broxia,,Hoysala Projects,Apartment,13.2285801,77.6884602
9882,Hoyasala Ace,PRM/KA/RERA/1251/309/PR/171015/000472,Hoysala Projects,Apartment,13.0663944,77.58652959999999
9883,Homz Icon Laurels,,Iconhomz,"Villa or Rowhouse, Apartment",12.7984676,77.67956029999999
9884,HM Grandeur,,Hm Constructions,Apartment,12.9926978,77.6152386
9885,Hiren Wahen Highcliff,,Hiren Wahen,Apartment,,
9886,Hiranandani Glen Gate,PRM/KA/RERA/1251/309/PR/171016/000952,House of Hiranandani,Apartment,13.05343,77.57391369999999
9887,Hilife Sunny Side,,Hilife,Apartment,,
9888,Hilife Palm Grove,,Hilife,Apartment,,
9889,Hilife Magnifique,,Hilife,Apartment,12.9401238,77.72212669999999
9890,Highlife Pristine Stoneridge,,Highlife,Apartment,,
9891,Highlife Rams Lakeview Meadows,,Highlife,Apartment,,
9892,Heritage County,,Heritage Homes,Apartment,12.865546,77.8038469
9893,Hebron Towers,,Hebron,Apartment,,
9894,Hari Royal Palace,,Hari Builders,Apartment,,
9895,Habitat Crest,,Habitat Ventures,Apartment,12.9907393,77.7228267
9896,Habitat Aster,,Habitat Ventures,Apartment,12.9949564,77.7035927
9897,GSV Meenakshi Pride,,GSV Infrastructure,Apartment,19.9524349,73.7692787
9898,GS Dhathri Residency,,GS Builtech,Apartment,,
9899,GS Ajantha Vihar,,GS Builtech,Apartment,,
9900,Green Shapes Anupam Lifestyle Villa,,Green Shapes,Villa or Rowhouse,,
9901,Green City Eutopia BTM Layout,PRM/KA/RERA/1251/310/PR/190809/002754,Green City Constructions,Apartment,12.9097674,77.6090952
9902,GRC Brundavan,,GRC Infra Pvt Ltd,Apartment,12.9389574,77.5191016
9903,GR Queens Pride,,GR Promoters,Apartment,12.8627398,77.6154418
9904,GR Heights,,GR Group,Apartment,12.866765,77.57603569999999
9905,Goyal and Co Footprints,,Goyal And Co,Apartment,,
9906,Gopalan Tranquilla,,Gopalan Enterprises,Apartment,,
9907,Gopalan Sanskriti,,Gopalan Enterprises,Apartment,12.9131753,77.4953448
9908,Gopalan Olympia,PRM/KA/RERA/1251/310/PR/171208/000986,Gopalan Enterprises,Apartment,12.8755155,77.44965839999999
9909,Gopalan Admirality Royal,,Gopalan Enterprises,Apartment,12.9728027,77.6335677
9910,Gopalan Admirality Court,,Gopalan Enterprises,Apartment,12.9724417,77.6338765
9911,Golden Gate The Presidential Tower,,Golden Gate,Apartment,,
9912,Golden Gate Grand,,Golden Gate,Apartment,,
9913,GK Meadows,,Gk Shelters,Apartment,12.830182,77.6545979
9914,GK Golden City,,Gk Shelters,Apartment,12.8858842,77.6552232
9915,Geown Oasis,"PRM/KA/RERA/1251/308/PR/180406/001489, PRM/KA/RERA/1251/308/PR/210208/003878, PRM/KA/RERA/1251/308/PR/071122/005417",Geown,Villa or Rowhouse,12.8826228,77.7831451
9916,Geown Iris,,Geown,Apartment,,
9917,Garuda Sky Field,,Garudachala,Apartment,,
9918,Garuda Estilo Homes,,Garudachala,Apartment,12.9948427,77.7645333
9919,Ganga Vertica,,Goel Ganga Group,Apartment,12.8416729,77.6489161
9920,Fortuna Wind Flower,,Fortuna,Apartment,13.0643228,77.5757331
9921,Fortuna Viva,,Fortuna,Apartment,,
9922,Flourish Gurushree,,Flourish Techno,Apartment,12.9633284,77.4990296
9923,Flora Surya Enclave,,Flora N Flora,Apartment,,
9924,First Homes Tranquil Green,,First Homes,Apartment,,
9925,Fevourite Elegance,,Favourite,Apartment,13.0246985,77.612836
9926,Faith Eco Space,,Faith Inc,Apartment,,
9927,Ezzy The Avenue,PR/KN/171027/002273,Ezzy Group,Apartment,,
9928,Ezzy Corinth,,Ezzy Group,Villa or Rowhouse,13.0657545,77.65101729999999
9929,Eye Bright Lavender,,Eye Bright,Apartment,,
9930,Everjoy Surekha,,Everjoy,Apartment,12.9072293,77.54347489999999
9931,Everjoy Balaji Enclave B,,Everjoy,Apartment,,
9932,Evantha Tulsi,,Evantha,Apartment,12.9228718,77.5921491
