Internal ID,Project Name,RERA ID,Developer,Type,Latitude,Longitude
1,Shriram Sapphire,,Shriram Properties,Apartment,,
2,Provident Park Square,"PRM/KA/RERA/1251/310/PR/180217/002476, PRM/KA/RERA/1251/310/PR/180507/001648, PRM/KA/RERA/1251/310/PR/180507/001671, PRM/KA/RERA/1251/310/PR/190129/002307, PRM/KA/RERA/1251/310/PR/200226/003305",Provident Housing Limited,Apartment,12.8636082,77.54064
3,Kolte Patil Lakeside 24,PRM/KA/RERA/1251/446/PR/060324/006667,Kolte Patil Developers Ltd,Apartment,13.0966561,77.64772669999999
4,Provident Botanico,,Provident Housing Limited,Apartment,12.9927655,77.8060448
5,Sowparnika Pranathi,PRM/KA/RERA/1251/310/PR/180503/001564,Sowparnika Projects Infrastructure,Apartment,12.8752347,77.4481536
6,Godrej Ananda,"PRM/KA/RERA/1251/309/PR/210331/004084, PRM/KA/RERA/1251/309/PR/280922/005282, PRM/KA/RERA/1251/309/PR/161023/006323",Godrej,Apartment,13.1325768,77.6672134
7,Classic Featherlite The Sanctuary,PRM/KA/RERA/1251/308/PR/120522/004880,Classic Ventures Llp,Plot,12.9101481,77.7840707
8,Sobha Sapphire,,Sobha,Apartment,13.0698335,77.6002031
9,The Akshara Valley Address,PRM/KA/RERA/1251/310/PR/250822/005190,The Address Makers,Plot,12.8895705,77.477092
10,Purva Park Hill,"PRM/KA/RERA/1251/310/PR/220601/004946, PRM/KA/RERA/1251/310/PR/220601/004947, PRM/KA/RERA/1251/310/PR/220601/004948, PRM/KA/RERA/1251/310/PR/220601/004949",Puravankara,Apartment,12.8540543,77.54513229999999
11,Puravankara Purva Zenium,"PRM/KA/RERA/1251/309/PR/190129/002311, PRM/KA/RERA/1251/309/PR/071022/005303",Puravankara,Apartment,13.1460926,77.6389257
12,Provident Sunworth,"PRM/KA/RERA/1251/310/PR/190525/002576, PRM/KA/RERA/1251/310/PR/190529/002585",Provident Housing Limited,Apartment,12.887087,77.46869339999999
13,Mana Dale,PRM/KA/RERA/1251/446/PR/091123/006409,Mana Projects Pvt Ltd,Apartment,12.886956,77.70721840000002
14,Assetz Canvas and Cove,"PRM/KA/RERA/1251/310/PR/200702/003480, PRM/KA/RERA/1251/310/PR/251023/006347, PRM/KA/RERA/1251/310/PR/071223/006454",Assetz Homes,Apartment,12.8695376,77.6343271
15,Sowparnika Life On The Green,PRM/KA/RERA/1251/308/PR/090523/005925,Sowparnika Projects Infrastructure,Villa or Rowhouse,12.8004421,77.7855862
16,Provident Ecopolitan,"PRM/KA/RERA/1251/309/PR/180823/006187, PRM/KA/RERA/1251/309/PR/110823/006162, PRM/KA/RERA/1251/309/PR/110823/006163, PRM/KA/RERA/1251/309/PR/110823/006164, PRM/KA/RERA/1251/309/PR/110823/006165",Provident Housing Limited,Apartment,,
17,Indiabuild Artemis Address,PRM/KA/RERA/1250/307/PR/271023/006363,Indiabuild Real Estates Pvt Ltd,Plot,,
18,Earthen Forest In My Backyard,PRM/KA/RERA/1250/303/PR/090323/005781,Earthen Hues Estates,Plot,,
19,Arvind Greatlands,PRM/KA/RERA/1250/303/PR/181122/005480,Arvind,Plot,13.2509437,77.6147889
20,Sobha Neopolis,"PRM/KA/RERA/1251/446/PR/200923/006269, PRM/KA/RERA/1251/446/PR/200923/006270, PRM/KA/RERA/1251/446/PR/200923/006271, PRM/KA/RERA/1251/446/PR/220923/006283, PRM/KA/RERA/1251/446/PR/220923/006282",Sobha,Apartment,12.9336121,77.71670519999999
21,Tata Swaram,"PRM/KA/RERA/1250/303/PR/250222/004734, PRM/KA/RERA/1250/303/PR/300922/005285",Tata,Plot,13.1928286,77.665998
22,Sammy Beverly Hills,"PRM/KA/RERA/1251/309/PR/181226/002260, PRM/KA/RERA/1251/309/PR/210111/003782",Sammys Dreamland,Plot,13.1461452,77.6402339
23,Chartered Wind Song,PRM/KA/RERA/1250/303/PR/060822/005138,Chartered Housing,Plot,13.2803322,77.6704345
24,Thea Estates Eden 144,"PRM/KA/RERA/1250/303/PR/190722/002715, PRM/KA/RERA/1250/303/PR/280922/005280",Thea Estates,Plot,,
25,Aston Park At The Prestige City,PRM/KA/RERA/1251/308/PR/080323/005778,Prestige,Apartment,,
26,Brigade El Dorado Aurum,PRM/KA/RERA/1250/303/PR/230623/006018,Brigade,Apartment,13.1443035,77.6844405
27,Shriram Solitaire,TOR/PRM/KA/RERA/1251/309/PR/221116/000068,Shriram Properties,Apartment,13.1043033,77.5562243
28,Sobha Oakshire,"PRM/KA/RERA/1250/303/PR/270323/005821, PRM/KA/RERA/1250/303/PR/270323/005822, PRM/KA/RERA/1250/303/PR/270323/005823",Sobha,"Apartment, Villa or Rowhouse",13.2317577,77.6779962
29,Century Novus,PRM/KA/RERA/1251/309/PR/100423/005853,Century Real Estate,Apartment,13.0858778,77.6041214
30,Puravankara Tree Haven,,Puravankara,Plot,12.8612001,77.5205106
31,Shapoorji Codename Evolve,PRM/KA/RERA/1251/310/PR/210216/003899,Shapoorji Pallonji,Apartment,,
32,Abhee Nakshatra,PRM/KA/RERA/1251/446/PR/200205/003248,Abhee Ventures,Apartment,,
33,Orchid Nirvana,"PRM/KA/RERA/1250/303/PR/010222/004663, PRM/KA/RERA/1250/303/PR/020323/005766",Goyal Co Construction,Plot,,
34,Sumadhura Aspire Amber,PRM/KA/RERA/1251/446/PR/250222/004731,Sumadhura,Apartment,13.0290493,77.75192489999999
35,Mana Verdant hot selling Projects in bangalore,PRM/KA/RERA/1251/309/PR/260523/005947,Mana Projects Pvt Ltd,Apartment,13.0871085,77.6044655
36,Sowparnika Indradhanush,"PRM/KA/RERA/1250/304/PR/230522/004913, PRM/KA/RERA/1250/304/PR/200123/005641",Sowparnika Projects Infrastructure,Apartment,13.1005918,77.81122739999999
37,Provident Capella,"PRM/KA/RERA/1250/304/PR/190606/002596, PRM/KA/RERA/1250/304/PR/190719/002702",Provident Housing Limited,Apartment,12.9927675,77.80603459999999
38,Provident Neora,PRM/KA/RERA/1251/472/PR/180808/001982,Provident Housing Limited,Apartment,13.0831815,77.6194966
39,Century Trails,PRM/KA/RERA/1250/303/PR/281223/006510,Century Real Estate,Plot,44.9945949,-92.9856245
40,Pride Altius,PRM/KA/RERA/1251/309/PR/050723/006035,Pride Group,Apartment,13.0497961,77.49584569999999
41,Rohan Ekanta,"PRM/KA/RERA/1251/446/PR/200423/005890, PRM/KA/RERA/1251/446/PR/200423/005887, PRM/KA/RERA/1251/446/PR/130723/006064",Rohan,Apartment,12.9271297,77.72479419999999
42,Casagrand Zaiden,PRM/KA/RERA/1251/310/PR/120423/005862,Casagrand,Apartment,12.8674062,77.52519459999999
43,Prestige Park Grove,PRM/KA/RERA/1251/446/PR/100823/006141,Prestige,"Villa or Rowhouse, Apartment",13.0190678,77.75744809999999
44,Godrej Splendour,"PRM/KA/RERA/1251/446/PR/160622/005000, PRM/KA/RERA/1251/446/PR/120123/005611",Godrej,Apartment,13.0117106,77.7459332
45,Buildiko Spring Woods,PRM/KA/RERA/1251/308/PR/140223/005712,Buildiko Ventures LLP,Villa or Rowhouse,12.8558662,77.7976462
46,Provident Woodfield,PRM/KA/RERA/1251/308/PR/200211/003268,Provident Housing Limited,Plot,,
47,Prestige Elm Park,PRM/KA/RERA/1251/446/PR/250123/005667,Prestige,Apartment,12.9798963,77.7598883
48,Assetz Bloom And Dell,"PRM/KA/RERA/1251/446/PR/201222/005545, PRM/KA/RERA/1251/446/PR/050523/005911",Assetz Homes,Apartment,13.0250585,77.74614249999999
49,TGH Classic Bulwark Village,"PRM/KA/RERA/1250/303/PR/180504/001603, PRM/KA/RERA/1250/303/PR/190913/002846, PRM/KA/RERA/1250/303/PR/070823/006123, PRM/KA/RERA/1250/303/PR/220223/005746",Total Green Homes,Plot,13.2297407,77.71780989999999
50,Sowparnika Indraprastha,PRM/KA/RERA/1250/304/PR/180601/001848,Sowparnika Projects Infrastructure,Apartment,12.9860567,77.8217827
51,Adarsh Park Heights,"PRM/KA/RERA/1251/446/PR/210525/004163, PRM/KA/RERA/1251/446/PR/200923/006275",Adarsh Developers,Apartment,12.9289434,77.7310385
52,Shriram Pristine Estates,PRM/KA/RERA/1250/301/PR/221116/001916,Shriram Properties,Plot,13.2921907,77.5526763
53,Shriram Chirping Grove,"PRM/KA/RERA/1251/308/PR/200226/003310, PRM/KA/RERA/1251/308/PR/210902/004291",Shriram Properties,Villa or Rowhouse,12.8530682,77.8033815
54,Puravankara Tivoli Hills,"PRM/KA/RERA/1251/309/PR/211008/004355, PRM/KA/RERA/1251/309/PR/211008/004356, PRM/KA/RERA/1251/309/PR/211008/004358, PRM/KA/RERA/1251/309/PR/211008/004357, PRM/KA/RERA/1251/309/PR/211008/004359, PRM/KA/RERA/1251/309/PR/211008/004357, PRM/KA/RERA/1251/309/PR/211008/004359, PRM/KA/RERA/1251/309/PR/211008/004358, PRM/KA/RERA/1251/309/PR/211008/004356",Puravankara,Plot,13.258195,77.7085037
55,Sumadhura Folium,"PRM/KA/RERA/1251/446/PR/280222/004738, PRM/KA/RERA/1251/446/PR/250423/005893, PRM/KA/RERA/1251/446/PR/141223/006468",Sumadhura,Apartment,12.9658713,77.7431072
56,Embassy Springs Plots,PRM/KA/RERA/1250/303/PR/171016/000633,Embassy,Plot,13.2026171,77.6241374
57,Bricks and Milestones Wonderwall,"PRM/KA/RERA/1251/308/PR/201106/003692, PRM/KA/RERA/1251/308/PR/050522/004857, PRM/KA/RERA/1251/308/PR/210804/004226",Bricks and Milestones Projects LLP,Apartment,12.8658443,77.77448179999999
58,Shapoorji Pallonji Park West,PRM/KA/RERA/1251/310/PR/171014/000173,Shapoorji Pallonji,Apartment,12.9657037,77.5597493
59,Avalon Park At The Prestige City,PRM/KA/RERA/1251/308/PR/210928/004316,Prestige,Apartment,28.5116127,-81.1543401
60,Shriram 107 South East,PRM/KA/RERA/1251/308/PR/140222/004708,Shriram Properties,Apartment,12.7722408,77.7553846
61,Assetz Sora And Saki,"PRM/KA/RERA/1251/309/PR/060324/006692, PRM/KA/RERA/1251/309/PR/280324/006745",Assetz Homes,Apartment,,
62,Godrej Athena,PRM/KA/RERA/1251/446/PR/090123/005605,Godrej,Apartment,12.9685653,77.667245
63,Godrej Elevate,PRM/KA/RERA/1251/446/PR/120123/005611,Godrej,Apartment,,
64,Shriram Esquire,PRM/KA/RERA/1251/310/PR/080223/005702,Shriram Properties,Apartment,12.9302372,77.6359561
65,Lodha Mirabelle,PRM/KA/RERA/1251/309/PR/131023/006321,Lodha,Apartment,13.0502834,77.62542440000001
66,Prestige Green Gables,PRM/KA/RERA/1251/446/PR/140222/004706,Prestige,Apartment,12.9380796,77.7007654
67,Tattvam Woodsvale,PRM/KA/RERA/1251/308/PR/211007/004348,Tattvam Ventures,Plot,,
68,Shriram Codename Yuva,"PRM/KA/RERA/1251/446/PR/200323/003368, PRM/KA/RERA/1251/446/PR/211206/004573",Shriram Properties,Apartment,13.0714221,77.7487845
69,Shriram Codename Dil Chahta Hai Dobara,PRM/KA/RERA/1251/308/PR/190715/002689,Shriram Properties,Apartment,,
70,Prestige Woodland Park,PRM/KA/RERA/1251/309/PR/190614/002621,Prestige,Apartment,12.9998078,77.6258885
71,Assetz Earth And Essence,"PRM/KA/RERA/1251/309/PR/180621/001907, PRM/KA/RERA/1251/309/PR/070522/004860, PRM/KA/RERA/1251/309/PR/200811/003538, PRM/KA/RERA/1251/309/PR/211027/004375",Assetz Homes,"Plot, Villa or Rowhouse",13.1493482,77.64226459999999
72,Salarpuria Sattva Misty Charm,PRM/KA/RERA/1251/310/PR/180507/001635,Salarpuria Sattva Group,Apartment,12.8641264,77.5435608
73,Salarpuria Sattva Divinity,PRM/KA/RERA/1251/310/PR/171014/000064,Salarpuria Sattva Group,Apartment,12.9395468,77.5264713
74,Eden Park At The Prestige City,PRM/KA/RERA/1251/308/PR/211008/004353,Prestige,Apartment,,
75,Puravankara Purva Orient Grand,PRM/KA/RERA/1251/310/PR/210907/004299,Puravankara,Apartment,12.9619872,77.5895293
76,Prestige Primrose Hills,"PRM/KA/RERA/1251/310/PR/200618/003453, PRM/KA/RERA/1251/310/PR/200618/003455",Prestige,Apartment,12.8678941,77.5231938
77,Assetz Atmos and Aura,PRM/KA/RERA/1251/309/PR/200211/003280,Assetz Homes,Apartment,13.1841634,77.6628246
78,Prestige Waterford,PRM/KA/RERA/1251/446/PR/200811/003528,Prestige,Apartment,12.9821519,77.7437044
79,Century Eden,"PRM/KA/RERA/1250/301/PR/200323/003366, PRM/KA/RERA/1250/301/PR/300523/005956, PRM/KA/RERA/1250/301/PR/060623/005973",Century Real Estate,Plot,13.2344683,77.5501041
80,Adarsh Tranqville,PRM/KA/RERA/1251/446/PR/181210/002211,Adarsh Developers,Villa or Rowhouse,13.082625,77.6601156
81,Salarpuria Sattva Anugraha,"PRM/KA/RERA/1251/309/PR/171014/000407, PRM/KA/RERA/1251/309/PR/210913/004302",Salarpuria Sattva Group,Apartment,12.9823095,77.52002089999999
82,Salarpuria Sattva Opus,PRM/KA/RERA/1251/309/PR/170921/000747,Salarpuria Sattva Group,Apartment,13.0441041,77.50873179999999
83,Prestige Fairfield,PRM/KA/RERA/1251/309/PR/200211/003273,Prestige,Apartment,13.0460245,77.5713761
84,Century Wintersun,,Century Real Estate,Villa or Rowhouse,13.2310324,77.5505173
85,Century Seasons,"PRM/KA/RERA/1250/303/PR/210302/003971, PRM/KA/RERA/1250/303/PR/010722/005031",Century Real Estate,Plot,,
86,Godrej Royale Woods,PRM/KA/RERA/1250/303/PR/200515/003411,Godrej,Apartment,13.2256062,77.6869316
87,Salarpuria Sattva Park Cubix,PRM/KA/RERA/1250/303/PR/171023/001749,Salarpuria Sattva Group,Apartment,13.2409137,77.7190967
88,Godrej 24 Sarjapur,PRM/KA/RERA/1251/308/PR/190523/002566,Godrej,Apartment,12.8951838,77.768344
89,Godrej Aqua,PRM/KA/RERA/1251/309/PR/190102/002277,Godrej,Apartment,,
90,Birla Alokya,PRM/KA/RERA/1250/304/PR/190724/002725,Birla Estates,Apartment,12.9897646,77.788966
91,Shriram Codename Break Free,PRM/KA/RERA/1251/308/PR/190330/002519,Shriram Properties,Apartment,,
92,Provident Central Park,PRM/KA/RERA/1251/310/PR/190129/002307,Provident Housing Limited,Apartment,,
93,Shriram Codename Dil Chahta Hai,"PRM/KA/RERA/1251/308/PR/181122/002156, PRM/KA/RERA/1251/308/PR/190715/002689, PRM/KA/RERA/1251/308/PR/140222/004708",Shriram Properties,Apartment,,
94,Prestige Somerville,PRM/KA/RERA/1251/310/PR/280224/006657,Prestige,Apartment,12.9546212,77.7426543
95,Embassy East Avenue,PRM/KA/RERA/1251/446/PR/200224/006649,Embassy,Apartment,12.9887588,77.7277293
96,Assetz 66 And Shibui,PRM/KA/RERA/1251/446/PR/300124/006601,Assetz Homes,Apartment,12.9729037,77.7510549
97,Assetz Inspira Melodies of Life,PRM/KA/RERA/1251/310/PR/300124/006594,Assetz Homes,Plot,,
98,Total Environment Tangled Up In The Green,PRM/KA/RERA/1250/303/PR/080124/006538,Total Environment,Plot,13.2702358,77.6531093
99,Tata Raagam,PRM/KA/RERA/1250/303/PR/301223/006526,Tata,Plot,,
100,Brigade Orchards Fairmont,PRM/KA/RERA/1250/303/PR/231123/006424,Brigade,Apartment,,
101,Prestige Glenbrook,PRM/KA/RERA/1251/446/PR/081123/006382,Prestige,Apartment,12.9693232,77.7402719
102,Provident Deansgate,PRM/KA/RERA/1250/303/PR/041123/006373,Provident Housing Limited,Villa or Rowhouse,13.2315584,77.6486632
103,Brigade Sanctuary,PRM/KA/RERA/1251/446/PR/041123/006372,Brigade,Apartment,12.8950625,77.7490625
104,Casagrand Flamingo,PRM/KA/RERA/1251/310/PR/041023/006307,Casagrand,Apartment,12.9006374,77.6466306
105,Goyal Orchid Platinum,PRM/KA/RERA/1251/446/PR/140923/006267,Goyal and Co and Hariyana Group,Apartment,12.9685898,77.7499936
106,Prestige Serenity Shores,PRM/KA/RERA/1251/446/PR/220823/006192,Prestige,Apartment,12.9313174,77.73685189999999
107,Prestige Dew Drops,PRM/KA/RERA/1251/472/PR/150323/005797,Prestige,Villa or Rowhouse,13.1831447,77.5564496
108,Prestige Lavender Fields,PRM/KA/RERA/1251/446/PR/290423/005906,Prestige,Apartment,12.9344625,77.7394111
109,Purva Blubelle,PRM/KA/RERA/1251/310/PR/290323/005829,Puravankara,Apartment,12.9753528,77.55570689999999
110,Purva Oakshire,PRM/KA/RERA/1251/446/PR/150323/005796,Puravankara,Plot,13.0522403,77.6983918
111,Salarpuria Sattva Bliss,PRM/KA/RERA/1251/446/PR/120123/005620,Salarpuria Sattva Group,Apartment,13.0624908,77.7458639
112,Shriram Chirping Ridge,PRM/KA/RERA/1265/347/PR/120123/005608,Shriram Properties,Plot,12.8697481,77.8758349
113,Brigade Calista,"PRM/KA/RERA/1251/446/PR/030223/005683, PRM/KA/RERA/1251/446/PR/220823/006195",Brigade,Apartment,13.0628675,77.73990289999999
114,Brigade Valencia,PRM/KA/RERA/1251/308/PR/120123/005613,Brigade,Apartment,12.8050228,77.69968440000001
115,Casagrand Keatsway,PRM/KA/RERA/1251/446/PR/231222/005555,Casagrand,Apartment,13.0492167,77.6381904
116,Prestige Sanctuary,PRM/KA/RERA/1250/303/PR/101122/005448,Prestige,Villa or Rowhouse,,
117,Garuda Creek View,PRM/KA/RERA/1251/446/PR/020822/005117,Garudachala Estates Pvt Ltd,Apartment,13.0283247,77.7234959
118,Adarsh Savana,PRM/KA/RERA/1250/303/PR/201001/003613,Adarsh Developers,Plot,13.2087381,77.6037553
119,DS Max Synergy,PRM/KA/RERA/1251/309/PR/181122/002151,DS MAX Properties Pvt Ltd,Apartment,13.098371,77.62225029999999
120,Godrej WoodLand,"PRM/KA/RERA/1250/304/PR/210208/003856, PRM/KA/RERA/1250/304/PR/020922/005201",Godrej,Plot,12.8990405,77.8363907
121,Adarsh Greens,"PRM/KA/RERA/1251/309/PR/201001/003607, PRM/KA/RERA/1251/472/PR/210409/004117",Adarsh Developers,Apartment,13.0956323,77.6133881
122,Shriram WYT Field,PRM/KA/RERA/1251/446/PR/200323/003368,Shriram Properties,Apartment,13.0707707,77.7464008
123,Mana Capitol,"PRM/KA/RERA/1251/446/PR/200109/003144, PRM/KA/RERA/1251/446/PR/200113/003154",Mana Projects Pvt Ltd,Apartment,12.9033084,77.704002
124,GM Global Techies Town,PRM/KA/RERA/1251/308/PR/170928/001304,GM Infinite Dwelling Pvt Ltd,Apartment,,
125,DS Max Skycity,PRM/KA/RERA/1251/309/PR/180120/001878,DS MAX Properties Pvt Ltd,Apartment,13.0809199,77.634451
126,Concorde Auriga,PRM/KA/RERA/1251/446/PR/190704/002647,Concorde Group,Apartment,13.0294504,77.7244417
127,Nandi Citadel,PRM/KA/RERA/1251/310/PR/171208/000925,Nandi Housing,Apartment,12.8613592,77.60688379999999
128,DS MAX Sangam,PRM/KA/RERA/1251/446/PR/190301/002464,DS MAX Properties Pvt Ltd,Apartment,13.0113459,77.73961779999999
129,Rohan Vasantha,,Rohan,Apartment,12.9582053,77.7067979
130,SJR Primecorp Palazza City,PRM/KA/RERA/1251/446/PR/171208/001195,SJR Primecorp,Apartment,,
131,Pride Crosswinds,PRM/KA/RERA/1251/308/PR/020622/004954,Pride Group,"Plot, Villa or Rowhouse",12.7801327,77.6032762
132,Puravankara The Sound of Water,PRM/KA/RERA/1251/310/PR/170916/000230PRM/KA/RERA/1251/310/PR/210907/004300PRM/KA/RERA/1251/309/PR/070622/004965,Puravankara,Villa or Rowhouse,12.8512249,77.60453389999999
133,Goyal Orchid Bloomsberry,PRM/KA/RERA/1251/446/PR/200923/006278,Goyal and Co and Hariyana Group,Apartment,12.9396242,77.7209764
134,Shriram Santorini,,Shriram Properties,Plot,36.3931562,25.4615092
135,Shriram Earth Whitefield,PRM/KA/RERA/1251/446/PR/190614/002620,Shriram Properties,Plot,12.9533129,77.7196828
136,Shriram Northern Clouds,PRM/KA/RERA/1250/303/PR/300322/004792,Shriram Properties,Plot,13.3160613,77.725653
137,Assetz 22 And Crest,PRM/KA/RERA/1251/309/PR/170915/000219,Assetz Homes,Apartment,13.0169338,77.5505549
138,Sowparnika Ashiyana,"PRM/KA/RERA/1250/304/PR/201201/003726, PRM/KA/RERA/1250/304/PR/201215/003748",Sowparnika Projects Infrastructure,Apartment,12.9841416,77.794974
139,Concorde Earth and Endeavour,,Concorde Group,Plot,12.9406093,77.5764654
140,Kolte Patil Inception,,Kolte Patil Developers Ltd,Apartment,,
141,Purva South Ridge,,Puravankara,Apartment,,
142,Purva Nest,,Puravankara,Apartment,,
143,Salarpuria Towers,,Salarpuria Sattva Group,Apartment,12.9331782,77.6122232
144,Salarpuria Residency,,Salarpuria Sattva Group,Apartment,12.9750116,77.6457305
145,Salarpuria Plaza,,Salarpuria Sattva Group,Apartment,12.978069,77.637852
146,Salarpuria Paradise,,Salarpuria Sattva Group,Apartment,12.9781971,77.6178553
147,Salarpuria Orchid,,Salarpuria Sattva Group,Apartment,,
148,Salarpuria Monalisa,,Salarpuria Sattva Group,Apartment,,
149,Salarpuria Haven,,Salarpuria Sattva Group,Apartment,12.9747517,77.64590919999999
150,Salarpuria Bell View,,Salarpuria Sattva Group,Apartment,12.9749609,77.645913
151,Shriram Gardenia,,Shriram Properties,Apartment,12.990509,77.713059
152,Sobha Suburbia,,Sobha,Apartment,13.0774903,77.6046152
153,Assetz Clover Greens,,Assetz Homes,Villa or Rowhouse,,
154,Salarpuria Lavanya,,Salarpuria Sattva Group,Apartment,,
155,Brigade Homestead,,Brigade,Apartment,12.9202579,77.5755471
156,Sobha Cedar,,Sobha,Apartment,,
157,Purva Panorama,,Puravankara,Apartment,12.8667142,77.5936411
158,Sobha Santorini,,Sobha,Apartment,13.0762304,77.63630619999999
159,Sobha Canvas,,Sobha,Plot,13.2280545,77.6686816
160,Purva Coronation Square,PRM/KA/RERA/1251/310/PR/170916/000235,Puravankara,Apartment,12.8961554,77.57916159999999
161,Salarpuria Casa Crescent,,Salarpuria Sattva Group,Apartment,13.000054,77.601109
162,Brigade El Dorado Gallium,PRM/KA/RERA/1251/472/PR/190427/002540,Brigade,Apartment,13.1443035,77.6844405
163,Provident Equinox,"PRM/KA/RERA/1251/310/PR/190525/002576, PRM/KA/RERA/1251/310/PR/190529/002585",Provident Housing Limited,Apartment,12.9854227,77.6032037
164,Puravankara Palm Beach,PRM/KA/RERA/1251/446/PR/170907/000091,Puravankara,Apartment,13.0619455,77.6618448
165,Brigade Orchards Luxury Apartments,PRM/KA/RERA/1250/303/PR/170916/000462,Brigade,Apartment,,
166,Ozone Pole Star,PRM/KA/RERA/1251/309/PR/171015/000386,Ozone,Apartment,13.0386018,77.61762920000001
167,Ozone Urbana Heights,,Ozone,Apartment,,
168,Concorde Crescent Bay,,Concorde Group,Apartment,,
169,Goyal and Co Orchid Whitefield,PRM/KA/RERA/1251/446/PR/171201/000402,Goyal and Co and Hariyana Group,Apartment,12.9638568,77.7575531
170,Brigade Orchards Juniper,PRM/KA/RERA/1250/303/PR/170916/000462,Brigade,Apartment,13.2250949,77.7232478
171,Sobha Square,,Sobha,Apartment,17.6844946,83.1856976
172,Ozone Promenade,PRM/KA/RERA/1251/446/PR/171015/000781,Ozone,Apartment,12.9935164,77.7021922
173,Hiranandani Glen Classic,PRM/KA/RERA/1251/309/PR/171016/000958,Hiranandani,Apartment,13.0524403,77.5746091
174,Sobha Rain Forest,"PRM/KA/RERA/1251/446/PR/170915/000193, PRM/KA/RERA/1251/446/PR/170915/000157, PRM/KA/RERA/1251/446/PR/170915/000223, PRM/KA/RERA/1251/446/PR/170916/000293, PRM/KA/RERA/1251/446/PR/170915/000221, PRM/KA/RERA/1251/446/PR/170915/000156, PRM/KA/RERA/1251/446/PR/170915/000156, PRM/KA/RERA/1251/446/PR/170915/000221",Sobha,Apartment,12.9359539,77.72116729999999
175,Ozone Urbana Irene,PRM/KA/RERA/1250/303/PR/171019/000,Ozone,Apartment,13.2103105,77.6582352
176,Hiranandani Cottages,"PRM/KA/RERA/1250/303/PR/180507/001627, PRM/KA/RERA/1250/303/PR/180313/002418",House of Hiranandani,Villa or Rowhouse,,
177,Godrej Crest,,Godrej,Villa or Rowhouse,,
178,Puravankara City of Gold,,Puravankara,"Villa or Rowhouse, Apartment",12.887104,77.5521255
179,Purva Scarlet Terraces,,Puravankara,Apartment,12.8592721,77.5287366
180,Puravankara Purva Belmont,,Puravankara,Apartment,12.9033922,77.5719259
181,Sobha Tulip,,Sobha,Apartment,12.8985101,77.58513520000001
182,Sobha Rose,,Sobha,Apartment,12.9648207,77.74910659999999
183,Sobha Sunscape,,Sobha,Apartment,12.8643733,77.5212299
184,Sobha Adamus,,Sobha,Villa or Rowhouse,13.031605,77.76193169999999
185,Brigade Mayfair,,Brigade,Apartment,12.9735104,77.6254553
186,Puravankara krishna revara,,Puravankara,Apartment,,
187,Sobha Turquoise,,Sobha,Apartment,11.0091794,76.8777326
188,Brigade Gateway Enclave,,Brigade,Apartment,,
189,Brigade Palace,,Brigade,Apartment,12.9882808,77.589333
190,Sobha Petunia,,Sobha,Apartment,13.0395642,77.6123026
191,Sobha Jasmine,,Sobha,Apartment,12.9265781,77.6682871
192,Brigade Regency,,Brigade,Apartment,13.0110677,77.5624144
193,Puravankara Purva Carnation,,Puravankara,Apartment,,
194,Puravankara Purva Iris,,Puravankara,Apartment,,
195,Brigade Petunia,,Brigade,Apartment,12.9274326,77.57179289999999
196,Sobha Hibiscus,,Sobha,Apartment,12.9230846,77.6692401
197,Sobha Primrose,,Sobha,Apartment,12.9289823,77.66891319999999
198,Sobha Daffodil,,Sobha,Apartment,12.9012385,77.6534563
199,Sobha Aquamarine,,Sobha,Apartment,12.9239141,77.66924589999999
200,Embassy Corner,,Embassy,Apartment,,
201,Sobha Onyx,,Sobha,Apartment,12.9245156,77.65280709999999
202,Kolte Patil Surabhi Apartment,,Kolte Patil Developers Ltd,Apartment,12.9026042,77.6044201
203,Brigade Millennium Magnolia,,Brigade,Apartment,12.8917241,77.5830129
204,Brigade Harmony,,Brigade,Apartment,12.957872,77.746439
205,LnT Realty South City,,LT Realty Limited,Apartment,,
206,Sobha Ivory,,Sobha,Apartment,12.9855728,77.6155355
207,Concorde Midway City,,Concorde Group,Apartment,12.866568,77.65126839999999
208,Sobha Mayflower,,Sobha,Apartment,12.9282439,77.6698976
209,Puravankara Purva Sunshine,,Puravankara,Apartment,12.9152657,77.6766244
210,Brigade Paramount,,Brigade,Apartment,12.9935047,77.6627872
211,Puravankara Purva Heights,,Puravankara,Apartment,12.9044273,77.6026428
212,Sobha Quartz,,Sobha,Apartment,12.9248142,77.6693578
213,Ozone Residenza,,Ozone,"Apartment, Villa or Rowhouse",12.9050776,77.6632475
214,Puravankara Purva Riviera,,Puravankara,Apartment,12.9581214,77.7076487
215,Puravankara Purva Panorama,,Puravankara,Apartment,12.8667142,77.5936411
216,Brigade Jasmine,,Brigade,Apartment,12.888331,77.5772808
217,Brigade Vintage,,Brigade,Apartment,12.9468139,77.576539
218,Kolte Patil Whispering Meadows,,Kolte Patil Developers Ltd,Apartment,,
219,Brigade Courtyard,,Brigade,Apartment,13.0458365,77.5409458
220,Puravankara Purva Parkridge,,Puravankara,Villa or Rowhouse,12.987843,77.69512189999999
221,Kolte Patil Shubha,,Kolte Patil Developers Ltd,Apartment,12.9017386,77.6046532
222,Kolte Patil Floriana Estates,,Kolte Patil Developers Ltd,Apartment,12.9255456,77.6309986
223,Sobha Jade,,Sobha,Apartment,13.0819486,77.6057275
224,Sobha Orchid,,Sobha,Apartment,13.077163,77.6047806
225,Sobha Beryl,,Sobha,Apartment,,
